PROFILE_SEARCH_CONTACT_TITLE	Oyuncu Ara
TELEPORT_MAP_TROLL_CAVE_DESC	 Dikkat! Büyülü bir maðara. Trollerin hüküm sürdüðü yer.
TELEPORT_MAP_PYRAMID	Antik Piramit
TELEPORT_MAP_PYRAMID_DESC	Ölüm Kumlarýnýn Ötesinde Antik Piramit'e. Burada Sfenks ile tanýþacaksýnýz. Hazýr ol!
TELEPORT_MAP_SKORPION	Akrep Harabeleri
TELEPORT_MAP_SKORPION_DESC	Dikkatli olun, Elendos'deki akrep kalýntýlarý çok tehlikelidir. Burada onlara hakim olmak için tüm gücünüze ihtiyacýnýz var.
TELEPORT_BUTTON_REK	Çayýr
TELEPORT_MAP_SPIDERDUNGEON_03	Örümcek Zindaný 3
TELEPORT_MAP_SD1_DESC	Örümcek Fobiniz varsa dikkatli olun. seviye atlamak için iyi bir yerdir.
TELEPORT_MAP_SD2_DESC	Örümcek Fobiniz varsa dikkatli olun. seviye atlamak için iyi bir yerdir.
TELEPORT_MAP_SD3_DESC	Örümcek Fobiniz varsa burada dikkatli olmalýsýnýz. Burada Örümcek Barones Giriþi'ni bulacaksýnýz.seviye atlamak için iyi bir yerdir.
TELEPORT_MAP_DT_DESC	Þeytan Kulesi, Þeytan Kulesi olarak adlandýrýlýr. Ýblis Kulesi'ne Hwang Tapýnaðý'ndaki Muhafýz aracýlýðýyla ulaþabilirsiniz.
TELEPORT_MAP_DC_DESC	Þeytanýn Yeraltý Mezarlarý çok tehlikeli bir yer. Ýçeri girmek için önce Þeytan Kulesin'deki Azrail'i öldürmelisiniz.
TELEPORT_MAP_GROTTE_DESC	Sürgün Maðarasý, düþük seviye bölgesindeki en iyi yerlerden biridir. Ejderha avcýlarý burada aranýyor!
TELEPORT_MAP_RAZA_DESC	Dikkat! Bu harita 7 bölgeden oluþmaktadýr. Ýlk bölge Maw of Am-heh'e týklanarak açýlýr.
TELEPORT_MAP_NEMERE_DESC	Buz Zindaný olarak adlandýrýlan Nemere, deneyimli maceracýlar için doðru bir seçimdir.
TELEPORT_MAP_SLIME_DUNGEON	Balçýk Zindaný
TELEPORT_MAP_SLIME_DUNGEON_DESC	Balçýk Zindaný, Elendos'nin ustalaþabileceðiniz ilk düþük seviyeli zindanýdýr.
SHOW_COSTUME	Kostümü Göster
HIDE_COSTUME	Kostümü Gizle
SKILL_COLOR_TITLE	Renk Seç
SKILL_COLOR_PRESET_TITLE	Renk Ön Ayarlarý
SKILL_COLOR_PRESET_SELECT	Bir Renk Seçin
SKILL_COLOR_PRESET_SAVE	Seçilen renk kodunu kaydet
SKILL_COLOR_PRESET_CLEAR	Seçilen renk kodunu temizle
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Renk Kodu
SKILL_COLOR_DEFAULT	Varsayýlan rengi kullan
SKILL_COLOR_CHANGE	Renk Deðiþtir
SKILL_COLOR_CANCEL	Ýptal
TELEPORT_MAP_DEFENSE	Gemi Savunmasý
TELEPORT_MAP_DEFENSE_DESC	Ey denizciler! Efsanevi Adelaide'de yelken açmak ister misin? Gemi ticaret yolunu güvenli bir þekilde geçmeli! Hydra ve sürüsü gemimizi yok etmeye çalýþýyor... Onu koruyabilir misin? Görevimizin baþarýsý size baðlý!
TELEPORT_PVP_MAP	Elendos PvP Arenasý
TELEPORT_PVP_MAP_DESC	Ejderha Tanrýsýný onurlandýrmak için bir savaþ arenasý yaratýldý! Diðer oyunculara karþý yarýþýn! Neyden yapýldýðýný göster! PvP Etkinlikleri de burada gerçekleþir.
TELEPORT_BUTTON_PVPMAP	Baþlangýç Giriþ Noktasý
TELEPORT_MAP_ANDUNCATACOMB	Andun Yeraltý Mezarlarý
TELEPORT_MAP_ANDUNCATACOMB_DESC	Burasý tam olarak sýnýrlarýnýza ulaþacaðýnýz yer! Andum Yeraltý Mezarlarý, çok fazla deneyime sahip oyuncular içindir. Burada 3 patron canavar bulacaksýnýz.
TELEPORT_BUTTON_ENTRY_SOUL_SUNGEON	Ruh Zindanýna Giriþ
TELEPORT_MAP_SOUL_DUNGEON	Ruh Zindaný
TELEPORT_MAP_SOUL_DUNGEON_DESC	Bu, Elendos'deki son Zindan. Burada tüm gücünü toplaman gerekiyor! Ruhun çalýnmadan önce.
TELEPORT_MAP_WORLDBOSS_MYSTIC	Mistik / Dünya Patronu
TELEPORT_MAP_WORLDBOSS_FIRE_MYSTIC	Oh hayýr! Orasý çok hafif. Burada mistik dünya patronunu bulacaksýnýz. Güneþ gözlüklerinizi unutmayýn!
